측정일자,측정소명,미세먼지,초미세먼지
20191231,중구,26,0.002
20191231,종로구,27,0.003
20191231,용산구,14,0.003
20191231,은평구,24,0.003
20191231,서대문구,23,0.002
20191231,마포구,22,0.002
20191231,광진구,22,0.002
20191231,성동구,25,0.003
20191231,중랑구,24,0.003
20191231,동대문구,25,0.003
20191231,성북구,26,0.003
20191231,도봉구,19,0.002
20191231,강북구,32,0.002
20191231,노원구,22,0.004
20191231,강서구,29,0.004
20191231,구로구,20,0.003
20191231,영등포구,22,0.002
20191231,동작구,28,0.003
20191231,관악구,26,0.003
20191231,금천구,23,0.003
20191231,양천구,29,0.004
20191231,강남구,22,0.003
20191231,서초구,28,0.003
20191231,송파구,25,0.003
20191231,강동구,28,0.003
20191230,중구,36,0.003
20191230,종로구,40,0.003
20191230,용산구,32,0.003
20191230,은평구,36,0.003
20191230,서대문구,35,0.002
20191230,마포구,33,0.003
20191230,광진구,37,0.003
20191230,성동구,36,0.004
20191230,중랑구,39,0.002
20191230,동대문구,38,0.003
20191230,성북구,38,0.003
20191230,도봉구,32,0.003
20191230,강북구,37,0.003
20191230,노원구,32,0.004
20191230,강서구,43,0.004
20191230,구로구,34,0.003
20191230,영등포구,34,0.003
20191230,동작구,43,0.003
20191230,관악구,39,0.003
20191230,금천구,31,0.003
20191230,양천구,42,0.004
20191230,강남구,36,0.003
20191230,서초구,40,0.003
20191230,송파구,35,0.003
20191230,강동구,41,0.003
20191229,중구,46,0.004
20191229,종로구,46,0.004
20191229,용산구,41,0.003
20191229,은평구,42,0.003
20191229,서대문구,43,0.003
20191229,마포구,43,0.003
20191229,광진구,45,0.003
20191229,성동구,44,0.004
20191229,중랑구,45,0.003
20191229,동대문구,46,0.003
20191229,성북구,45,0.003
20191229,도봉구,40,0.003
20191229,강북구,48,0.003
20191229,노원구,39,0.006
20191229,강서구,53,0.004
20191229,구로구,44,0.004
20191229,영등포구,44,0.003
20191229,동작구,50,0.003
20191229,관악구,49,0.003
20191229,금천구,39,0.004
20191229,양천구,53,0.005
20191229,강남구,44,0.003
20191229,서초구,51,0.003
20191229,송파구,44,0.004
20191229,강동구,50,0.003
20191228,중구,43,0.004
20191228,종로구,44,0.004
20191228,용산구,40,0.003
20191228,은평구,39,0.004
20191228,서대문구,43,0.004
20191228,마포구,40,0.004
20191228,광진구,43,0.003
20191228,성동구,40,0.004
20191228,중랑구,42,0.003
20191228,동대문구,42,0.003
20191228,성북구,45,0.003
20191228,도봉구,36,0.003
20191228,강북구,44,0.003
20191228,노원구,33,0.006
20191228,강서구,48,0.005
20191228,구로구,39,0.004
20191228,영등포구,40,0.003
20191228,동작구,42,0.004
20191228,관악구,46,0.003
20191228,금천구,34,0.004
20191228,양천구,48,0.005
20191228,강남구,42,0.003
20191228,서초구,47,0.004
20191228,송파구,43,0.004
20191228,강동구,48,0.003
20191227,중구,34,0.003
20191227,종로구,36,0.003
20191227,용산구,32,0.003
20191227,은평구,34,0.003
20191227,서대문구,34,0.003
20191227,마포구,33,0.003
20191227,광진구,32,0.003
20191227,성동구,33,0.004
20191227,중랑구,36,0.003
20191227,동대문구,31,0.003
20191227,성북구,34,0.003
20191227,도봉구,28,0.003
20191227,강북구,38,0.003
20191227,노원구,33,0.005
20191227,강서구,40,0.005
20191227,구로구,30,0.004
20191227,영등포구,32,0.003
20191227,동작구,38,0.003
20191227,관악구,38,0.003
20191227,금천구,29,0.003
20191227,양천구,39,0.004
20191227,강남구,32,0.003
20191227,서초구,33,0.003
20191227,송파구,34,0.003
20191227,강동구,41,0.003
20191226,중구,48,0.003
20191226,종로구,50,0.004
20191226,용산구,42,0.003
20191226,은평구,45,0.003
20191226,서대문구,49,0.006
20191226,마포구,43,0.003
20191226,광진구,49,0.003
20191226,성동구,47,0.004
20191226,중랑구,49,0.003
20191226,동대문구,47,0.003
20191226,성북구,48,0.003
20191226,도봉구,46,0.003
20191226,강북구,52,0.003
20191226,노원구,43,0.005
20191226,강서구,58,0.005
20191226,구로구,48,0.004
20191226,영등포구,40,0.003
20191226,동작구,55,0.003
20191226,관악구,52,0.003
20191226,금천구,47,0.004
20191226,양천구,58,0.005
20191226,강남구,47,0.003
20191226,서초구,54,0.003
20191226,송파구,48,0.003
20191226,강동구,56,0.003
20191225,중구,54,0.003
20191225,종로구,55,0.004
20191225,용산구,45,0.003
20191225,은평구,44,0.002
20191225,서대문구,49,0.006
20191225,마포구,50,0.003
20191225,광진구,43,0.003
20191225,성동구,46,0.004
20191225,중랑구,52,0.002
20191225,동대문구,52,0.003
20191225,성북구,58,0.003
20191225,도봉구,60,0.003
20191225,강북구,62,0.003
20191225,노원구,56,0.005
20191225,강서구,70,0.006
20191225,구로구,47,0.003
20191225,영등포구,40,0.003
20191225,동작구,50,0.003
20191225,관악구,52,0.002
20191225,금천구,42,0.003
20191225,양천구,65,0.005
20191225,강남구,42,0.003
20191225,서초구,52,0.003
20191225,송파구,45,0.004
20191225,강동구,55,0.003
20191224,중구,72,0.003
20191224,종로구,77,0.004
20191224,용산구,66,0.003
20191224,은평구,60,0.002
20191224,서대문구,69,0.007
20191224,마포구,63,0.003
20191224,광진구,61,0.003
20191224,성동구,66,0.005
20191224,중랑구,69,0.002
20191224,동대문구,75,0.003
20191224,성북구,70,0.003
20191224,도봉구,71,0.003
20191224,강북구,77,0.003
20191224,노원구,73,0.005
20191224,강서구,81,0.005
20191224,구로구,67,0.004
20191224,영등포구,54,0.003
20191224,동작구,77,0.003
20191224,관악구,70,0.003
20191224,금천구,64,0.003
20191224,양천구,74,0.004
20191224,강남구,63,0.003
20191224,서초구,78,0.003
20191224,송파구,60,0.004
20191224,강동구,71,0.003
20191223,중구,51,0.003
20191223,종로구,53,0.004
20191223,용산구,45,0.003
20191223,은평구,49,0.002
20191223,서대문구,50,0.004
20191223,마포구,42,0.003
20191223,광진구,50,0.003
20191223,성동구,52,0.004
20191223,중랑구,51,0.002
20191223,동대문구,51,0.003
20191223,성북구,48,0.003
20191223,도봉구,46,0.003
20191223,강북구,52,0.003
20191223,노원구,49,0.004
20191223,강서구,58,0.004
20191223,구로구,45,0.003
20191223,영등포구,38,0.003
20191223,동작구,53,0.003
20191223,관악구,48,0.003
20191223,금천구,40,0.003
20191223,양천구,56,0.005
20191223,강남구,50,0.003
20191223,서초구,56,0.003
20191223,송파구,47,0.003
20191223,강동구,61,0.003
20191222,중구,59,0.003
20191222,종로구,60,0.004
20191222,용산구,52,0.004
20191222,은평구,56,0.003
20191222,서대문구,59,0.006
20191222,마포구,53,0.004
20191222,광진구,59,0.003
20191222,성동구,57,0.004
20191222,중랑구,58,0.003
20191222,동대문구,56,0.004
20191222,성북구,57,0.003
20191222,도봉구,56,0.003
20191222,강북구,63,0.003
20191222,노원구,56,0.005
20191222,강서구,66,0.005
20191222,구로구,58,0.004
20191222,영등포구,47,0.003
20191222,동작구,63,0.004
20191222,관악구,58,0.004
20191222,금천구,48,0.004
20191222,양천구,69,0.005
20191222,강남구,55,0.003
20191222,서초구,69,0.003
20191222,송파구,54,0.004
20191222,강동구,66,0.003
20191221,중구,36,0.003
20191221,종로구,37,0.004
20191221,용산구,32,0.003
20191221,은평구,31,0.003
20191221,서대문구,35,0.006
20191221,마포구,32,0.003
20191221,광진구,37,0.003
20191221,성동구,32,0.004
20191221,중랑구,35,0.003
20191221,동대문구,37,0.003
20191221,성북구,36,0.003
20191221,도봉구,31,0.002
20191221,강북구,38,0.003
20191221,노원구,30,0.005
20191221,강서구,36,0.005
20191221,구로구,29,0.004
20191221,영등포구,26,0.004
20191221,동작구,33,0.003
20191221,관악구,30,0.004
20191221,금천구,27,0.004
20191221,양천구,38,0.005
20191221,강남구,32,0.003
20191221,서초구,41,0.003
20191221,송파구,34,0.004
20191221,강동구,42,0.003
20191220,중구,28,0.003
20191220,종로구,30,0.004
20191220,용산구,26,0.003
20191220,은평구,29,0.003
20191220,서대문구,29,0.005
20191220,마포구,29,0.003
20191220,광진구,27,0.003
20191220,성동구,29,0.004
20191220,중랑구,29,0.003
20191220,동대문구,27,0.003
20191220,성북구,32,0.003
20191220,도봉구,25,0.003
20191220,강북구,31,0.003
20191220,노원구,29,0.005
20191220,강서구,36,0.005
20191220,구로구,28,0.004
20191220,영등포구,24,0.003
20191220,동작구,34,0.003
20191220,관악구,29,0.003
20191220,금천구,27,0.004
20191220,양천구,36,0.005
20191220,강남구,25,0.003
20191220,서초구,29,0.003
20191220,송파구,26,0.003
20191220,강동구,30,0.003
20191219,중구,27,0.003
20191219,종로구,29,0.004
20191219,용산구,21,0.003
20191219,은평구,29,0.003
20191219,서대문구,29,0.005
20191219,마포구,25,0.003
20191219,광진구,27,0.003
20191219,성동구,25,0.003
20191219,중랑구,27,0.003
20191219,동대문구,26,0.003
20191219,성북구,30,0.003
20191219,도봉구,21,0.003
20191219,강북구,29,0.003
20191219,노원구,24,0.004
20191219,강서구,25,0.005
20191219,구로구,19,0.004
20191219,영등포구,18,0.003
20191219,동작구,28,0.003
20191219,관악구,24,0.003
20191219,금천구,22,0.003
20191219,양천구,25,0.004
20191219,강남구,25,0.003
20191219,서초구,22,0.003
20191219,송파구,22,0.003
20191219,강동구,36,0.003
20191218,중구,38,0.003
20191218,종로구,40,0.004
20191218,용산구,33,0.003
20191218,은평구,38,0.002
20191218,서대문구,39,0.004
20191218,마포구,38,0.003
20191218,광진구,38,0.004
20191218,성동구,33,0.003
20191218,중랑구,42,0.003
20191218,동대문구,38,0.003
20191218,성북구,43,0.003
20191218,도봉구,33,0.003
20191218,강북구,45,0.003
20191218,노원구,37,0.004
20191218,강서구,41,0.004
20191218,구로구,34,0.004
20191218,영등포구,30,0.003
20191218,동작구,45,0.003
20191218,관악구,37,0.003
20191218,금천구,35,0.004
20191218,양천구,41,0.005
20191218,강남구,36,0.003
20191218,서초구,40,0.003
20191218,송파구,32,0.003
20191218,강동구,45,0.003
20191217,중구,29,0.003
20191217,종로구,27,0.004
20191217,용산구,24,0.003
20191217,은평구,28,0.002
20191217,서대문구,26,0.004
20191217,마포구,26,0.003
20191217,광진구,28,0.003
20191217,성동구,23,0.004
20191217,중랑구,29,0.002
20191217,동대문구,31,0.003
20191217,성북구,32,0.003
20191217,도봉구,22,0.003
20191217,강북구,28,0.003
20191217,노원구,24,0.005
20191217,강서구,32,0.004
20191217,구로구,27,0.003
20191217,영등포구,25,0.003
20191217,동작구,28,0.003
20191217,관악구,28,0.003
20191217,금천구,22,0.003
20191217,양천구,32,0.005
20191217,강남구,25,0.003
20191217,서초구,30,0.003
20191217,송파구,23,0.003
20191217,강동구,31,0.003
20191216,중구,35,0.004
20191216,종로구,35,0.005
20191216,용산구,28,0.003
20191216,은평구,33,0.002
20191216,서대문구,30,0.006
20191216,마포구,41,0.004
20191216,광진구,34,0.003
20191216,성동구,35,0.005
20191216,중랑구,31,0.003
20191216,동대문구,39,0.004
20191216,성북구,40,0.003
20191216,도봉구,34,0.003
20191216,강북구,33,0.003
20191216,노원구,33,0.006
20191216,강서구,59,0.006
20191216,구로구,45,0.004
20191216,영등포구,38,0.003
20191216,동작구,44,0.004
20191216,관악구,42,0.004
20191216,금천구,33,0.004
20191216,양천구,60,0.006
20191216,강남구,34,0.003
20191216,서초구,46,0.003
20191216,송파구,35,0.004
20191216,강동구,43,0.003
20191215,중구,33,0.003
20191215,종로구,34,0.004
20191215,용산구,27,0.003
20191215,은평구,33,0
20191215,서대문구,30,0.006
20191215,마포구,35,0.003
20191215,광진구,35,0.003
20191215,성동구,33,0.003
20191215,중랑구,37,0.005
20191215,동대문구,38,0.003
20191215,성북구,38,0.003
20191215,도봉구,33,0.003
20191215,강북구,40,0.003
20191215,노원구,33,0.005
20191215,강서구,49,0.005
20191215,구로구,40,0.003
20191215,영등포구,30,0.003
20191215,동작구,42,0.003
20191215,관악구,39,0.003
20191215,금천구,34,0.003
20191215,양천구,46,0.004
20191215,강남구,36,0.002
20191215,서초구,43,0.003
20191215,송파구,31,0.003
20191215,강동구,45,0.003
20191214,중구,34,0.003
20191214,종로구,38,0.004
20191214,용산구,33,0.003
20191214,은평구,38,0
20191214,서대문구,35,0.005
20191214,마포구,36,0.003
20191214,광진구,41,0.003
20191214,성동구,36,0.004
20191214,중랑구,40,0.005
20191214,동대문구,42,0.003
20191214,성북구,42,0.003
20191214,도봉구,38,0.003
20191214,강북구,47,0.003
20191214,노원구,39,0.005
20191214,강서구,35,0.005
20191214,구로구,38,0.004
20191214,영등포구,31,0.004
20191214,동작구,47,0.003
20191214,관악구,41,0.004
20191214,금천구,37,0.003
20191214,양천구,44,0.004
20191214,강남구,40,0.003
20191214,서초구,47,0.004
20191214,송파구,33,0.004
20191214,강동구,48,0.003
20191213,중구,26,0.004
20191213,종로구,28,0.004
20191213,용산구,22,0.004
20191213,은평구,27,0
20191213,서대문구,26,0.006
20191213,마포구,27,0.004
20191213,광진구,25,0.003
20191213,성동구,24,0.004
20191213,중랑구,28,0.005
20191213,동대문구,31,0.003
20191213,성북구,32,0.003
20191213,도봉구,22,0.003
20191213,강북구,29,0.003
20191213,노원구,25,0.005
20191213,강서구,0,0
20191213,구로구,26,0.004
20191213,영등포구,26,0.004
20191213,동작구,29,0.004
20191213,관악구,28,0.004
20191213,금천구,23,0.004
20191213,양천구,33,0.005
20191213,강남구,33,0.003
20191213,서초구,30,0.004
20191213,송파구,22,0.004
20191213,강동구,37,0.003
20191212,중구,19,0.003
20191212,종로구,21,0.003
20191212,용산구,13,0.003
20191212,은평구,20,0
20191212,서대문구,19,0.004
20191212,마포구,23,0.003
20191212,광진구,14,0.003
20191212,성동구,17,0.003
20191212,중랑구,27,0.003
20191212,동대문구,21,0.003
20191212,성북구,21,0.003
20191212,도봉구,16,0.002
20191212,강북구,25,0.003
20191212,노원구,20,0.004
20191212,강서구,26,0.004
20191212,구로구,19,0.003
20191212,영등포구,18,0.004
20191212,동작구,25,0.003
20191212,관악구,23,0.003
20191212,금천구,21,0.003
20191212,양천구,25,0.004
20191212,강남구,24,0.002
20191212,서초구,19,0.003
20191212,송파구,16,0.003
20191212,강동구,23,0.003
20191211,중구,82,0.004
20191211,종로구,79,0.005
20191211,용산구,71,0.004
20191211,은평구,86,0
20191211,서대문구,76,0.005
20191211,마포구,70,0.004
20191211,광진구,64,0.003
20191211,성동구,70,0.004
20191211,중랑구,98,0.003
20191211,동대문구,93,0.004
20191211,성북구,91,0.003
20191211,도봉구,80,0.003
20191211,강북구,107,0.004
20191211,노원구,78,0.005
20191211,강서구,95,0.005
20191211,구로구,74,0.004
20191211,영등포구,64,0.004
20191211,동작구,82,0.003
20191211,관악구,74,0.004
20191211,금천구,72,0.004
20191211,양천구,86,0.005
20191211,강남구,92,0.003
20191211,서초구,92,0.003
20191211,송파구,62,0.004
20191211,강동구,93,0.003
20191210,중구,98,0.004
20191210,종로구,97,0.005
20191210,용산구,86,0.004
20191210,은평구,108,0.005
20191210,서대문구,103,0.006
20191210,마포구,98,0.004
20191210,광진구,70,0.004
20191210,성동구,77,0.004
20191210,중랑구,83,0.005
20191210,동대문구,103,0.004
20191210,성북구,97,0.004
20191210,도봉구,91,0.003
20191210,강북구,115,0.004
20191210,노원구,87,0.005
20191210,강서구,142,0.005
20191210,구로구,101,0.005
20191210,영등포구,80,0.003
20191210,동작구,108,0.004
20191210,관악구,100,0.004
20191210,금천구,88,0.004
20191210,양천구,123,0.005
20191210,강남구,99,0.003
20191210,서초구,116,0.004
20191210,송파구,70,0.004
20191210,강동구,99,0.003
20191209,중구,61,0.004
20191209,종로구,62,0.004
20191209,용산구,58,0.004
20191209,은평구,57,0.005
20191209,서대문구,59,0.005
20191209,마포구,59,0.003
20191209,광진구,52,0.003
20191209,성동구,59,0.004
20191209,중랑구,75,0.004
20191209,동대문구,68,0.004
20191209,성북구,60,0.003
20191209,도봉구,53,0.002
20191209,강북구,66,0.003
20191209,노원구,53,0.005
20191209,강서구,78,0.004
20191209,구로구,66,0.004
20191209,영등포구,53,0.003
20191209,동작구,74,0.004
20191209,관악구,65,0.004
20191209,금천구,46,0.004
20191209,양천구,78,0.005
20191209,강남구,76,0.003
20191209,서초구,78,0.004
20191209,송파구,52,0.004
20191209,강동구,77,0.003
20191208,중구,50,0.003
20191208,종로구,55,0.003
20191208,용산구,50,0.003
20191208,은평구,49,0.004
20191208,서대문구,52,0.007
20191208,마포구,53,0.003
20191208,광진구,43,0.003
20191208,성동구,47,0.003
20191208,동대문구,58,0.003
20191208,성북구,54,0.003
20191208,도봉구,48,0.002
20191208,강북구,64,0.003
20191208,노원구,57,0.005
20191208,강서구,68,0.004
20191208,구로구,53,0.004
20191208,영등포구,45,0.003
20191208,동작구,65,0.003
20191208,관악구,55,0.003
20191208,금천구,47,0.003
20191208,양천구,66,0.004
20191208,강남구,64,0.003
20191208,서초구,72,0.003
20191208,송파구,45,0.004
20191208,강동구,68,0.003
20191207,중구,44,0.004
20191207,종로구,45,0.004
20191207,용산구,36,0.004
20191207,은평구,46,0.005
20191207,서대문구,46,0.006
20191207,마포구,45,0.004
20191207,광진구,36,0.003
20191207,성동구,37,0.004
20191207,동대문구,50,0.004
20191207,성북구,45,0.003
20191207,도봉구,38,0.002
20191207,강북구,53,0.003
20191207,노원구,38,0.005
20191207,강서구,55,0.005
20191207,구로구,48,0.004
20191207,영등포구,39,0.004
20191207,동작구,52,0.004
20191207,관악구,48,0.004
20191207,금천구,42,0.004
20191207,양천구,56,0.005
20191207,강남구,52,0.004
20191207,서초구,56,0.004
20191207,송파구,37,0.004
20191207,강동구,51,0.003
20191206,중구,28,0.003
20191206,종로구,29,0.003
20191206,용산구,20,0.003
20191206,은평구,29,0.005
20191206,서대문구,34,0.007
20191206,마포구,34,0.003
20191206,광진구,22,0.002
20191206,성동구,25,0.003
20191206,중랑구,33,0.003
20191206,동대문구,33,0.003
20191206,성북구,35,0.003
20191206,도봉구,30,0.002
20191206,강북구,36,0.002
20191206,노원구,27,0.005
20191206,강서구,38,0.004
20191206,구로구,29,0.004
20191206,영등포구,26,0.004
20191206,동작구,35,0.003
20191206,관악구,32,0.004
20191206,금천구,30,0.004
20191206,양천구,38,0.005
20191206,강남구,33,0.003
20191206,서초구,39,0.004
20191206,송파구,26,0.003
20191206,강동구,37,0.003
20191205,중구,19,0.003
20191205,종로구,19,0.003
20191205,용산구,17,0.003
20191205,은평구,26,0.005
20191205,서대문구,22,0.005
20191205,마포구,24,0.003
20191205,광진구,13,0.002
20191205,성동구,17,0.003
20191205,중랑구,21,0.003
20191205,동대문구,20,0.003
20191205,성북구,22,0.003
20191205,도봉구,15,0.002
20191205,강북구,22,0.003
20191205,노원구,18,0.004
20191205,강서구,25,0.004
20191205,구로구,21,0.004
20191205,영등포구,20,0.004
20191205,동작구,27,0.003
20191205,관악구,24,0.004
20191205,금천구,22,0.004
20191205,양천구,28,0.004
20191205,강남구,23,0.003
20191205,서초구,25,0.004
20191205,송파구,16,0.003
20191205,강동구,22,0.003
20191204,중구,24,0.004
20191204,종로구,27,0.004
20191204,용산구,23,0.004
20191204,은평구,27,0.005
20191204,서대문구,28,0.007
20191204,마포구,29,0.003
20191204,광진구,23,0.002
20191204,성동구,28,0.004
20191204,중랑구,30,0.003
20191204,동대문구,33,0.003
20191204,성북구,34,0.003
20191204,도봉구,25,0.003
20191204,강북구,30,0.003
20191204,노원구,23,0.005
20191204,강서구,37,0.005
20191204,구로구,27,0.004
20191204,영등포구,27,0.004
20191204,동작구,32,0.004
20191204,관악구,29,0.004
20191204,금천구,25,0.004
20191204,양천구,34,0.005
20191204,강남구,33,0.003
20191204,서초구,31,0.004
20191204,송파구,25,0.004
20191204,강동구,35,0.004
20191203,중구,25,0.004
20191203,종로구,26,0.004
20191203,용산구,22,0.003
20191203,은평구,29,0.005
20191203,서대문구,27,0.005
20191203,마포구,28,0.003
20191203,광진구,23,0.002
20191203,성동구,24,0.003
20191203,중랑구,31,0.003
20191203,동대문구,29,0.003
20191203,성북구,30,0.003
20191203,도봉구,26,0.002
20191203,강북구,33,0.003
20191203,노원구,24,0.005
20191203,강서구,33,0.004
20191203,구로구,27,0.004
20191203,영등포구,23,0.003
20191203,동작구,32,0.003
20191203,관악구,29,0.004
20191203,금천구,26,0.003
20191203,양천구,35,0.005
20191203,강남구,32,0.003
20191203,서초구,30,0.003
20191203,송파구,23,0.003
20191203,강동구,33,0.003
20191202,중구,21,0.003
20191202,종로구,21,0.003
20191202,용산구,17,0.003
20191202,은평구,24,0.005
20191202,서대문구,22,0.004
20191202,마포구,24,0.003
20191202,광진구,17,0.002
20191202,성동구,23,0.003
20191202,중랑구,22,0.003
20191202,동대문구,24,0.003
20191202,성북구,27,0.003
20191202,도봉구,17,0.002
20191202,강북구,25,0.003
20191202,노원구,20,0.004
20191202,강서구,28,0.004
20191202,구로구,21,0.003
20191202,영등포구,20,0.003
20191202,동작구,27,0.003
20191202,관악구,26,0.003
20191202,금천구,23,0.003
20191202,양천구,28,0.004
20191202,강남구,27,0.003
20191202,서초구,23,0.004
20191202,송파구,18,0.003
20191202,강동구,25,0.003
20191201,중구,36,0.004
20191201,종로구,38,0.004
20191201,용산구,35,0.004
20191201,은평구,33,0.004
20191201,서대문구,35,0.005
20191201,마포구,37,0.004
20191201,광진구,34,0.002
20191201,성동구,36,0.003
20191201,중랑구,44,0.003
20191201,동대문구,43,0.003
20191201,성북구,42,0.003
20191201,도봉구,33,0.002
20191201,강북구,37,0.003
20191201,노원구,33,0.005
20191201,강서구,52,0.004
20191201,구로구,42,0.004
20191201,영등포구,35,0.003
20191201,동작구,52,0.004
20191201,관악구,41,0.004
20191201,금천구,41,0.004
20191201,양천구,49,0.005
20191201,강남구,49,0.003
20191201,서초구,50,0.005
20191201,송파구,35,0.004
20191201,강동구,50,0.003
20191130,중구,41,0.004
20191130,종로구,44,0.005
20191130,용산구,39,0.004
20191130,은평구,44,0.005
20191130,서대문구,40,0.006
20191130,마포구,48,0.004
20191130,광진구,35,0.002
20191130,성동구,38,0.004
20191130,중랑구,46,0.003
20191130,동대문구,53,0.004
20191130,성북구,49,0.003
20191130,도봉구,44,0.003
20191130,강북구,45,0.003
20191130,노원구,40,0.005
20191130,강서구,67,0.006
20191130,구로구,48,0.005
20191130,영등포구,42,0.004
20191130,동작구,49,0.005
20191130,관악구,46,0.005
20191130,금천구,38,0.005
20191130,양천구,59,0.006
20191130,강남구,51,0.004
20191130,서초구,55,0.006
20191130,송파구,37,0.004
20191130,강동구,52,0.004
20191129,중구,40,0.004
20191129,종로구,43,0.004
20191129,용산구,39,0.004
20191129,은평구,45,0.005
20191129,서대문구,44,0.006
20191129,마포구,46,0.003
20191129,광진구,40,0.003
20191129,성동구,43,0.004
20191129,중랑구,45,0.004
20191129,동대문구,52,0.004
20191129,성북구,50,0.004
20191129,도봉구,43,0.003
20191129,강북구,46,0.003
20191129,노원구,38,0.005
20191129,강서구,54,0.005
20191129,구로구,39,0.004
20191129,영등포구,38,0.004
20191129,동작구,49,0.004
20191129,관악구,44,0.004
20191129,금천구,40,0.004
20191129,양천구,51,0.005
20191129,강남구,54,0.004
20191129,서초구,49,0.006
20191129,송파구,40,0.004
20191129,강동구,56,0.004
20191128,중구,36,0.004
20191128,종로구,33,0.004
20191128,용산구,33,0.003
20191128,은평구,39,0.005
20191128,서대문구,38,0.006
20191128,마포구,46,0.003
20191128,광진구,29,0.002
20191128,성동구,35,0.004
20191128,중랑구,37,0.003
20191128,동대문구,36,0.003
20191128,성북구,35,0.003
20191128,도봉구,26,0.002
20191128,강북구,32,0.003
20191128,노원구,30,0.005
20191128,강서구,45,0.005
20191128,구로구,38,0.004
20191128,영등포구,33,0.003
20191128,동작구,45,0.003
20191128,관악구,43,0.004
20191128,금천구,36,0.004
20191128,양천구,48,0.005
20191128,강남구,41,0.003
20191128,서초구,44,0.005
20191128,송파구,31,0.003
20191128,강동구,61,0.003
20191127,중구,33,0.004
20191127,종로구,33,0.004
20191127,용산구,31,0.004
20191127,은평구,42,0.005
20191127,서대문구,39,0.005
20191127,마포구,47,0.004
20191127,광진구,28,0.003
20191127,성동구,36,0.004
20191127,중랑구,38,0.003
20191127,동대문구,39,0.003
20191127,성북구,41,0.003
20191127,도봉구,32,0.003
20191127,강북구,40,0.003
20191127,노원구,34,0.005
20191127,강서구,48,0.005
20191127,구로구,40,0.004
20191127,영등포구,35,0.004
20191127,동작구,46,0.004
20191127,관악구,40,0.004
20191127,금천구,37,0.004
20191127,양천구,50,0.005
20191127,강남구,43,0.004
20191127,서초구,46,0.005
20191127,송파구,32,0.004
20191127,강동구,60,0.003
20191126,중구,22,0.003
20191126,종로구,25,0.004
20191126,용산구,17,0.003
20191126,은평구,21,0.004
20191126,서대문구,15,0.004
20191126,마포구,32,0.003
20191126,광진구,17,0.002
20191126,성동구,24,0.004
20191126,중랑구,26,0.002
20191126,동대문구,29,0.003
20191126,성북구,32,0.003
20191126,도봉구,22,0.002
20191126,강북구,22,0.002
20191126,노원구,24,0.004
20191126,강서구,41,0.005
20191126,구로구,24,0.003
20191126,영등포구,25,0.003
20191126,동작구,28,0.003
20191126,관악구,26,0.004
20191126,금천구,23,0.004
20191126,양천구,41,0.005
20191126,강남구,28,0.003
20191126,서초구,29,0.004
20191126,송파구,25,0.004
20191126,강동구,32,0.003
20191125,중구,23,0.003
20191125,종로구,24,0.003
20191125,용산구,25,0.003
20191125,은평구,26,0.004
20191125,서대문구,24,0.004
20191125,마포구,28,0.003
20191125,광진구,21,0.002
20191125,성동구,24,0.003
20191125,중랑구,26,0.003
20191125,동대문구,26,0.002
20191125,성북구,28,0.002
20191125,도봉구,24,0.002
20191125,강북구,27,0.002
20191125,노원구,25,0.004
20191125,강서구,32,0.004
20191125,구로구,34,0.003
20191125,영등포구,23,0.003
20191125,동작구,33,0.003
20191125,관악구,28,0.003
20191125,금천구,26,0.003
20191125,양천구,32,0.004
20191125,강남구,30,0.003
20191125,서초구,28,0.004
20191125,송파구,21,0.003
20191125,강동구,36,0.003
20191124,중구,29,0.004
20191124,종로구,32,0.004
20191124,용산구,29,0.003
20191124,은평구,25,0.005
20191124,서대문구,23,0.005
20191124,마포구,34,0.004
20191124,광진구,27,0.002
20191124,성동구,30,0.004
20191124,중랑구,31,0.003
20191124,동대문구,35,0.003
20191124,성북구,35,0.003
20191124,도봉구,26,0.003
20191124,강북구,29,0.003
20191124,노원구,26,0.005
20191124,강서구,41,0.006
20191124,구로구,33,0.003
20191124,영등포구,29,0.003
20191124,동작구,34,0.004
20191124,관악구,35,0.004
20191124,금천구,24,0.004
20191124,양천구,43,0.006
20191124,강남구,35,0.005
20191124,서초구,38,0.004
20191124,송파구,27,0.004
20191124,강동구,43,0.003
20191123,중구,31,0.004
20191123,종로구,33,0.004
20191123,용산구,23,0.003
20191123,은평구,22,0.004
20191123,서대문구,20,0.005
20191123,마포구,33,0.004
20191123,광진구,26,0.002
20191123,성동구,34,0.005
20191123,중랑구,33,0.003
20191123,동대문구,40,0.004
20191123,성북구,42,0.003
20191123,도봉구,27,0.003
20191123,강북구,28,0.003
20191123,노원구,30,0.005
20191123,강서구,42,0.007
20191123,구로구,33,0.003
20191123,영등포구,27,0.003
20191123,동작구,37,0.004
20191123,관악구,39,0.004
20191123,금천구,30,0.004
20191123,양천구,42,0.006
20191123,강남구,40,0.004
20191123,서초구,41,0.005
20191123,송파구,35,0.004
20191123,강동구,51,0.003
20191122,중구,41,0.004
20191122,종로구,40,0.004
20191122,용산구,36,0.004
20191122,은평구,39,0.005
20191122,서대문구,37,0.006
20191122,마포구,45,0.004
20191122,광진구,32,0.002
20191122,성동구,41,0.006
20191122,중랑구,46,0.003
20191122,동대문구,53,0.004
20191122,성북구,56,0.004
20191122,도봉구,40,0.003
20191122,강북구,44,0.003
20191122,노원구,39,0.006
20191122,강서구,55,0.005
